"","motif","sourceMotif","gene"
"PRDM1.m4","PRDM1.m4","N14_PRDM1.e1","PRDM1"
"PRDM1.m5","PRDM1.m5","N15_PRDM1.e2","PRDM1"
"PRDM10.m0","PRDM10.m0","N2_PRDM10.h0","PRDM10"
"PRDM14.m0","PRDM14.m0","N2_M10632/N3_PRDM14.h0/N1_MA1998.2","PRDM14"
"PRDM15.m0","PRDM15.m0","N1_MA1616.2/N2_Prdm15.h0","PRDM15"
"PRDM4.m0","PRDM4.m0","N1_MA1647.3","PRDM4"
"PRDM4.m1","PRDM4.m1","N2_M03085/N7_PRDM4.e0","PRDM4"
"PRDM4.m2","PRDM4.m2","N4_M04626","PRDM4"
"PRDM4.m3","PRDM4.m3","N5_M04627","PRDM4"
"PRDM5.m0","PRDM5.m0","N1_MA1999.2","PRDM5"
"PRDM5.m1","PRDM5.m1","N3_M09107","PRDM5"
"PRDM5.m2","PRDM5.m2","N4_M09108","PRDM5"
"PRDM6.m0","PRDM6.m0","M09412","PRDM6"
"PRDM9.m0","PRDM9.m0","N2_MA1723.2/N1_M08031","PRDM9"
"PRDM9.m1","PRDM9.m1","N3_PRDM9.h0","PRDM9"
"PROP1.m0","PROP1.m0","N14_PROP1.e0/N3_M00371","PROP1"
"PROP1.m1","PROP1.m1","N4_M03420/N13_PROP1.h0/N15_PROP1.e1/N9_M05505/N12_MA0715.1","PROP1"
"PROP1.m2","PROP1.m2","N11_M05507","PROP1"
"PROX1.m0","PROX1.m0","N1_M03649/N4_MA0794.1/N5_PROX1.h0/N6_PROX1.e0","PROX1"
"PRRX1.m0","PRRX1.m0","N1_Prrx1.h0/N7_PRRX1.e0","PRRX1"
"PRRX1.m1","PRRX1.m1","N2_M03324/N5_MA0716.2/N6_PRRX1.h0/N8_PRRX1.e1/N3_M03325/N9_PRRX1.e2","PRRX1"
"PRRX1.m2","PRRX1.m2","N4_M03326/N10_PRRX1.e3","PRRX1"
"PRRX2.m0","PRRX2.m0","N1_Prrx2.h0/N13_PRRX2.e2","PRRX2"
"PRRX2.m1","PRRX2.m1","N11_PRRX2.e0/N12_PRRX2.e1/N2_M03481/N15_PRRX2.e4","PRRX2"
"PRRX2.m2","PRRX2.m2","N8_M05467/N7_M05466/N9_MA0075.4/N10_PRRX2.h0","PRRX2"
"PTEN.m0","PTEN.m0","PTEN.e0","PTEN"
"PTF1A.m0","PTF1A.m0","N1_M10593/N2_Ptf1a.h0","PTF1A"
"PTF1A.m1","PTF1A.m1","N3_Ptf1a.h1/N6_MA1618.2","PTF1A"
"PTF1A.m2","PTF1A.m2","N4_Ptf1a.h2/N7_MA1619.2","PTF1A"
"PTF1A.m3","PTF1A.m3","N5_Ptf1a.h3/N8_MA1620.2","PTF1A"
"PTF1A.m4","PTF1A.m4","N9_M04360/N10_M04361","PTF1A"
"PTF1A.m5","PTF1A.m5","N11_PTF1A.e0","PTF1A"
"PU.1--IRF8.m0","PU.1--IRF8.m0","PU.1--IRF8.h0","PU.1--IRF8"
"RAD21.m0","RAD21.m0","N1_RAD21.e0","RAD21"
"RAD21.m1","RAD21.m1","N3_RAD21.e2","RAD21"
"RAD21.m2","RAD21.m2","N4_RAD21.e3","RAD21"
"RAD21.m3","RAD21.m3","N5_RAD21.e4","RAD21"
"RAD21.m4","RAD21.m4","N6_RAD21.e5","RAD21"
"RAD21.m5","RAD21.m5","N7_RAD21.e6","RAD21"
"RAD21.m6","RAD21.m6","N8_RAD21.e7","RAD21"
"RAR--RXR.m0","RAR--RXR.m0","N1_RAR--RXR.h0","RAR--RXR"
"RAR--RXR.m1","RAR--RXR.m1","N2_RAR--RXR.h1","RAR--RXR"
"RARA--RXRA.m0","RARA--RXRA.m0","N2_RARA--RXRA.h0/N1_MA0159.1","RARA--RXRA"
"RARA--RXRG.m0","RARA--RXRG.m0","N2_RARA--RXRG.h0/N1_MA1149.2","RARA--RXRG"
"RARA.m0","RARA.m0","N1_Rara.h0/N8_RARA.e0","RARA"
"RARA.m1","RARA.m1","N6_RARA.h0/N10_RARA.e2/N4_MA0729.1","RARA"
"RARA.m2","RARA.m2","N14_RARA.e6/N16_RARA.e8/N7_RARA.h1/N11_RARA.e3/N5_MA0730.1","RARA"
"RARA.m3","RARA.m3","N15_RARA.e7/N13_RARA.e5/N9_RARA.e1","RARA"
"RARA.m4","RARA.m4","N17_RARA.e9/N12_RARA.e4","RARA"
"RARB.m0","RARB.m0","N1_MA0857.1/N3_Rarb.h0/N14_RARB.e0","RARB"
"RARB.m1","RARB.m1","N2_MA0858.1/N4_Rarb.h1/N16_RARB.e2","RARB"
"RARB.m2","RARB.m2","N5_M03559/N17_RARB.e3","RARB"
"RARB.m3","RARB.m3","N6_M05767/N9_M05770","RARB"
"RARB.m4","RARB.m4","N13_RARB.h0/N8_M05769/N12_MA1552.2","RARB"
"RARB.m5","RARB.m5","N15_RARB.e1","RARB"
"RARG.m0","RARG.m0","N1_MA0860.1/N4_Rarg.h1/N16_RARG.e8/N10_RARG.e2","RARG"
"RARG.m1","RARG.m1","N11_RARG.e3/N2_MA0859.2/N3_Rarg.h0/N14_RARG.e6/N8_RARG.e0","RARG"
"RARG.m2","RARG.m2","N5_RARg.h0","RARG"
"RARG.m3","RARG.m3","N7_RARG.h0/N6_MA1553.2","RARG"
"RARG.m4","RARG.m4","N15_RARG.e7/N12_RARG.e4/N9_RARG.e1","RARG"
"RAX.m0","RAX.m0","N1_Rax.h0/N7_RAX.e0","RAX"
"RAX.m1","RAX.m1","N3_M05346/N2_M03353/N5_MA0718.2/N6_RAX.h0/N8_RAX.e1","RAX"
"RAX2.m0","RAX2.m0","N1_M03418/N2_MA0717.2/N3_RAX2.h0/N4_RAX2.e0","RAX2"
"RBAK.m0","RBAK.m0","M08016","RBAK"
"RBPJ--EBOX.m0","RBPJ--EBOX.m0","RBPJ--Ebox.h0","RBPJ--EBOX"
"RBPJ.m0","RBPJ.m0","N5_RBPJ.e0/N6_RBPJ.e1/N1_Rbpj.h0","RBPJ"
"RBPJ.m1","RBPJ.m1","N4_RBPJ.h0/N3_MA1116.2","RBPJ"
"RBPJL.m0","RBPJL.m0","N1_Rbpjl.h0","RBPJL"
"RBPJL.m1","RBPJL.m1","N2_M10642","RBPJL"
"REL.m0","REL.m0","N1_M12358/N4_REL.e0/N3_REL.h0/N5_REL.e1/N2_MA0101.1","REL"
"RELA.m0","RELA.m0","N3_M08457/N6_M08460/N11_M08465/N10_M08464/N7_M08461/N12_M08466/N8_M08462/N5_M08459/N9_M08463/N4_M08458","RELA"
"RELA.m1","RELA.m1","N14_M12360/N19_RELA.e0/N18_RELA.h2/N20_RELA.e1/N15_MA0107.1","RELA"
"RELA.m2","RELA.m2","N16_RELA.h0","RELA"
"RELB.m0","RELB.m0","N1_MA1117.2/N2_RELB.h0","RELB"
"REST.m0","REST.m0","N2_M08305/N3_M08306","REST"
"REST.m1","REST.m1","N8_M08311/N4_M08307","REST"
"REST.m2","REST.m2","N7_M08310/N10_M10624/N13_REST.h0/N14_REST.h1/N28_REST.e13/N12_MA0138.3","REST"
"REST.m3","REST.m3","N11_M11240/N25_REST.e10","REST"
"REST.m4","REST.m4","N16_REST.e1","REST"
"REST.m5","REST.m5","N17_REST.e2","REST"
"REST.m6","REST.m6","N20_REST.e5","REST"
"REST.m7","REST.m7","N21_REST.e6","REST"
"REST.m8","REST.m8","N26_REST.e11","REST"
"RFX1.m0","RFX1.m0","N6_MA0509.3/N2_M05927","RFX1"
"RFX2.m0","RFX2.m0","N3_M03658/N8_MA0600.3/N9_RFX2.h0/N10_RFX2.e0/N12_RFX2.e2/N1_Rfx2.h0/N7_M10751","RFX2"
"RFX2.m1","RFX2.m1","N4_M03659/N11_RFX2.e1/N13_RFX2.e3","RFX2"
"RFX3.m0","RFX3.m0","N1_Rfx3.h0/N13_RFX3.e0","RFX3"
"RFX3.m1","RFX3.m1","N3_M02954/N12_RFX3.h0","RFX3"
"RFX3.m2","RFX3.m2","N6_M05919/N10_M10750/N4_M03656/N14_RFX3.e1","RFX3"
"RFX3.m3","RFX3.m3","N7_M05920/N9_M05922","RFX3"
"RFX3.m4","RFX3.m4","N11_MA0798.3/N16_RFX3.e3","RFX3"
"RFX4.m0","RFX4.m0","N1_Rfx4.h0","RFX4"
"RFX4.m1","RFX4.m1","N5_M05925/N6_M05926","RFX4"
"RFX4.m2","RFX4.m2","N7_MA0799.3","RFX4"
"RFX5.m0","RFX5.m0","N4_M03663/N5_M03664/N29_RFX5.e11/N3_M03662/N16_MA0510.3/N17_RFX5.h0/N28_RFX5.e10","RFX5"
"RFX5.m1","RFX5.m1","N18_RFX5.e0/N25_RFX5.e7","RFX5"
"RFX5.m2","RFX5.m2","N19_RFX5.e1","RFX5"
"RFX5.m3","RFX5.m3","N20_RFX5.e2","RFX5"
"RFX5.m4","RFX5.m4","N27_RFX5.e9","RFX5"
"RFX6.m0","RFX6.m0","N5_M02534","RFX6"
"RFX6.m1","RFX6.m1","N11_M03667/N9_M03665/N14_M04165","RFX6"
"RFX6.m2","RFX6.m2","N16_M04167/N10_M03666","RFX6"
"RFX6.m3","RFX6.m3","N15_M04166","RFX6"
"RFX7.m0","RFX7.m0","N1_Rfx7.h0/N7_RFX7.e0","RFX7"
"RFX7.m1","RFX7.m1","N3_M05933/N6_RFX7.h0/N5_MA1554.2/N4_M05934","RFX7"
"RHOX11.m0","RHOX11.m0","N2_MA0629.2/N3_Rhox11.h0/N4_Rhox11.h1/N5_Rhox11.h2/N1_M03489","RHOX11"
"RHOX6.m0","RHOX6.m0","Rhox6.h0","RHOX6"
"RHOX8.m0","RHOX8.m0","M02185","RHOX8"
"RHOXF1.m0","RHOXF1.m0","N6_M05152/N5_M05151/N2_M03294/N7_MA0719.2/N8_RHOXF1.h0/N12_RHOXF1.e3/N4_M03296/N14_RHOXF1.e5","RHOXF1"
"RHOXF1.m1","RHOXF1.m1","N3_M03295/N13_RHOXF1.e4","RHOXF1"
"RHOXF1.m2","RHOXF1.m2","N9_RHOXF1.e0/N10_RHOXF1.e1","RHOXF1"
"RHOXF2.m0","RHOXF2.m0","N1_M05336/N2_M05337","RHOXF2"
"RHOXF2.m1","RHOXF2.m1","N3_RHOXF2.e0","RHOXF2"
"RLF.m0","RLF.m0","M08491","RLF"
"RORA.m0","RORA.m0","N2_M03557/N15_RORA.e5","RORA"
"RORA.m1","RORA.m1","N3_M03558/N16_RORA.e6","RORA"
"RORA.m2","RORA.m2","N4_M12213/N8_RORA.h0/N10_RORA.e0/N13_RORA.e3/N6_MA0071.1","RORA"
"RORA.m3","RORA.m3","N5_M12214/N11_RORA.e1/N9_RORA.h1/N14_RORA.e4/N7_MA0072.2","RORA"
"RORB.m0","RORB.m0","N1_MA1150.2/N2_RORB.h0","RORB"
"RORC.m0","RORC.m0","N3_RORC.h1/N2_RORC.h0/N4_RORC.h2","RORC"
"RREB1.m0","RREB1.m0","N1_M11326/N4_RREB1.e0","RREB1"
"RREB1.m1","RREB1.m1","N3_RREB1.h0/N5_RREB1.e1","RREB1"
"RUNX1.m0","RUNX1.m0","N1_M10756/N6_RUNX1.h0/N4_M10755/N7_RUNX1.h1/N8_RUNX1.h2","RUNX1"
"RUNX1.m1","RUNX1.m1","N3_M10754","RUNX1"
"RUNX1.m2","RUNX1.m2","N10_RUNX1.e0","RUNX1"
"RUNX1.m3","RUNX1.m3","N11_RUNX1.e1","RUNX1"
"RUNX1.m4","RUNX1.m4","N13_RUNX1.e3/N18_RUNX1.e8/N12_RUNX1.e2","RUNX1"
"RUNX1.m5","RUNX1.m5","N16_RUNX1.e6","RUNX1"
"RUNX2.m0","RUNX2.m0","N2_M03672/N14_RUNX2.e3","RUNX2"
"RUNX2.m1","RUNX2.m1","N13_RUNX2.e2/N4_M03674/N8_MA0511.2/N10_RUNX2.h1/N16_RUNX2.e5","RUNX2"
"RUNX2.m2","RUNX2.m2","N6_M05938/N5_M05937","RUNX2"
"RUNX2.m3","RUNX2.m3","N12_RUNX2.e1/N7_M10753/N9_RUNX2.h0","RUNX2"
"RUNX3.m0","RUNX3.m0","N2_M03668/N10_RUNX3.e0","RUNX3"
"RUNX3.m1","RUNX3.m1","N5_M03671/N13_RUNX3.e3/N3_M03669/N11_RUNX3.e1","RUNX3"
"RUNX3.m2","RUNX3.m2","N4_M03670/N12_RUNX3.e2","RUNX3"
"RUNX3.m3","RUNX3.m3","N6_M05935","RUNX3"
"RUNX3.m4","RUNX3.m4","N7_M05936","RUNX3"
"RUNX3.m5","RUNX3.m5","N8_MA0684.3/N9_RUNX3.h0","RUNX3"
"RXRA--VDR.m0","RXRA--VDR.m0","N2_RXRA--VDR.h0","RXRA--VDR"
"RXRA.m0","RXRA.m0","N10_RXRA.e5/N1_MA0512.2/N2_Rxra.h0/N21_RXRA.e16/N19_RXRA.e14","RXRA"
"RXRA.m1","RXRA.m1","N3_Rxra.h1/N18_RXRA.e13","RXRA"
"RXRA.m2","RXRA.m2","N9_RXRA.e4","RXRA"
"RXRA.m3","RXRA.m3","N11_RXRA.e6/N14_RXRA.e9","RXRA"
"RXRA.m4","RXRA.m4","N12_RXRA.e7/N13_RXRA.e8","RXRA"
"RXRA.m5","RXRA.m5","N15_RXRA.e10","RXRA"
"RXRA.m6","RXRA.m6","N24_RXRA.e19/N22_RXRA.e17/N20_RXRA.e15","RXRA"
"RXRB.m0","RXRB.m0","N6_RXRB.e1/N1_MA0855.1/N3_RXRB.h0/N5_RXRB.e0","RXRB"
"RXRB.m1","RXRB.m1","N2_MA1555.1/N4_RXRB.h1","RXRB"
"RXRG.m0","RXRG.m0","N7_RXRG.e2/N1_MA0856.1/N3_RXRG.h0/N5_RXRG.e0","RXRG"
"RXRG.m1","RXRG.m1","N6_RXRG.e1","RXRG"
"SALL3.m0","SALL3.m0","M06167","SALL3"
"SATB1.m0","SATB1.m0","MA1963.2","SATB1"
"SCRT1.m0","SCRT1.m0","N1_M03877/N2_M03895","SCRT1"
"SCRT1.m1","SCRT1.m1","N3_M06481","SCRT1"
"SCRT1.m2","SCRT1.m2","N8_M03133/N15_SCRT1.e0/N11_M09532/N13_SCRT1.h0/N9_M04859/N10_M04860","SCRT1"
"SCRT2.m0","SCRT2.m0","N1_M03129/N6_SCRT2.e0/N3_M04848/N2_M04847","SCRT2"
"SEBOX.m0","SEBOX.m0","N3_M06728/N1_M02179/N4_M06729","SEBOX"
"SETDB1.m0","SETDB1.m0","N1_SETDB1.e0","SETDB1"
"SETDB1.m1","SETDB1.m1","N2_SETDB1.e1","SETDB1"
"SHOX.m0","SHOX.m0","N4_M05571/N2_M03436/N8_SHOX.e0/N1_M02177/N6_MA0630.2/N7_SHOX.h0","SHOX"
"SHOX.m1","SHOX.m1","N5_M05572","SHOX"
"SHOX2.m0","SHOX2.m0","N1_MA0720.2/N2_Shox2.h0/N4_M03467/N8_SHOX2.e2/N5_M03408/N7_SHOX2.e1","SHOX2"
"SHOX2.m1","SHOX2.m1","N3_Shox2.h1/N6_SHOX2.e0","SHOX2"
"SIN3A.m0","SIN3A.m0","N1_SIN3A.e0","SIN3A"
"SIN3A.m1","SIN3A.m1","N2_SIN3A.e1","SIN3A"
"SIN3A.m2","SIN3A.m2","N3_SIN3A.e2","SIN3A"
"SIN3A.m3","SIN3A.m3","N4_SIN3A.e3","SIN3A"
"SIRT6.m0","SIRT6.m0","SIRT6.e0","SIRT6"
"SIX1.m0","SIX1.m0","N2_Six1.h1","SIX1"
"SIX1.m1","SIX1.m1","N6_MA1118.2/N7_SIX1.h0","SIX1"
"SIX2.m0","SIX2.m0","N2_Six2.h1","SIX2"
"SIX2.m1","SIX2.m1","N3_MA1119.2/N4_SIX2.h0","SIX2"
"SIX3.m0","SIX3.m0","N1_MA0631.2/N2_Six3.h0/N3_Six3.h1","SIX3"
"SIX4.m0","SIX4.m0","N1_MA2001.2","SIX4"
"SIX4.m1","SIX4.m1","N2_Six4.h0","SIX4"
"SIX4.m2","SIX4.m2","N3_Six4.h1","SIX4"
"SIX5.m0","SIX5.m0","N5_M06664/N6_M06665","SIX5"
"SIX5.m1","SIX5.m1","N7_M06730","SIX5"
"SIX5.m2","SIX5.m2","N11_M09001/N13_SIX5.e0","SIX5"
"SIX5.m3","SIX5.m3","N14_SIX5.e1","SIX5"
"SIX5.m4","SIX5.m4","N15_SIX5.e2","SIX5"
"SIX5.m5","SIX5.m5","N16_SIX5.e3","SIX5"
"SIX5.m6","SIX5.m6","N22_SIX5.e9/N17_SIX5.e4/N19_SIX5.e6/N20_SIX5.e7/N23_SIX5.e10/N18_SIX5.e5","SIX5"
"SIX5.m7","SIX5.m7","N21_SIX5.e8","SIX5"
"SIX6.m0","SIX6.m0","N1_M00467","SIX6"
"SIX6.m1","SIX6.m1","N4_Six6.h2/N2_Six6.h0/N5_Six6.h3","SIX6"
"SIX6.m2","SIX6.m2","N3_Six6.h1","SIX6"
"SKOR1.m0","SKOR1.m0","N2_M06034","SKOR1"
"SKOR2.m0","SKOR2.m0","N1_M05943/N2_M05944","SKOR2"
"SLC22A2.m0","SLC22A2.m0","Slc22a2.h0","SLC22A2"
"SLC2A4RG.m0","SLC2A4RG.m0","M06127","SLC2A4RG"
"SMAD1.m0","SMAD1.m0","N2_M10815/N1_M06842","SMAD1"
"SMAD2--SMAD3--SMAD4.m0","SMAD2--SMAD3--SMAD4.m0","SMAD2--SMAD3--SMAD4.h0","SMAD2--SMAD3--SMAD4"
"SMAD2--SMAD3.m0","SMAD2--SMAD3.m0","Smad2--Smad3.h0","SMAD2--SMAD3"
"SMAD2.m0","SMAD2.m0","N2_MA1964.2","SMAD2"
"SMAD3.m0","SMAD3.m0","N3_Smad3.h1/N9_SMAD3.e1","SMAD3"
"SMAD3.m1","SMAD3.m1","N4_Smad3.h2","SMAD3"
"SMAD3.m2","SMAD3.m2","N5_M03686/N6_MA0795.1/N7_SMAD3.h0/N10_SMAD3.e2","SMAD3"
"SMAD3.m3","SMAD3.m3","N8_SMAD3.e0","SMAD3"
"SMAD4.m0","SMAD4.m0","N1_M06276/N2_MA1153.2/N4_Smad4.h1","SMAD4"
"SMAD4.m1","SMAD4.m1","N3_Smad4.h0/N5_M10757","SMAD4"
"SMAD5.m0","SMAD5.m0","N2_M05948/N1_M05947/N3_MA1557.1/N4_SMAD5.h0","SMAD5"
"SMARCB1.m0","SMARCB1.m0","SMARCB1.e0","SMARCB1"
"SMARCC2.m0","SMARCC2.m0","SMARCC2.e0","SMARCC2"
"SMC3.m0","SMC3.m0","N1_SMC3.e0","SMC3"
"SMC3.m1","SMC3.m1","N2_SMC3.e1","SMC3"
"SNAI1.m0","SNAI1.m0","N5_M04648/N7_M09438/N3_M04646/N4_M04647/N2_M04645/N8_MA1558.2/N9_SNAI1.h0/N6_M06126/N1_Snai1.h0","SNAI1"
"SNAI2.m0","SNAI2.m0","N4_M04596/N9_SNAI2.h0/N6_M04598/N8_MA0745.3/N10_SNAI2.h1/N5_M04597/N7_M04599","SNAI2"
"SNAI3.m0","SNAI3.m0","N1_M04811/N3_MA1559.2/N4_SNAI3.h0/N2_M04812","SNAI3"
"SOHLH2.m0","SOHLH2.m0","N2_M04300/N3_MA1560.2/N4_SOHLH2.h0","SOHLH2"
"SOX1.m0","SOX1.m0","N39_M04182/N40_M04183/N1_MA0870.1/N2_Sox1.h0/N27_M03746/N62_SOX1.e1/N36_M04178/N34_M04176","SOX1"
"SOX1.m1","SOX1.m1","N8_M00267","SOX1"
"SOX1.m10","SOX1.m10","N22_M03741","SOX1"
"SOX1.m11","SOX1.m11","N23_M03742","SOX1"
"SOX1.m12","SOX1.m12","N30_M03749/N65_SOX1.e4","SOX1"
"SOX1.m13","SOX1.m13","N35_M04177","SOX1"
"SOX1.m14","SOX1.m14","N38_M04181","SOX1"
"SOX1.m15","SOX1.m15","N41_M04185","SOX1"
"SOX1.m16","SOX1.m16","N43_M04187","SOX1"
"SOX1.m17","SOX1.m17","N45_M05996/N46_M06285","SOX1"
"SOX1.m18","SOX1.m18","N48_M06845/N49_M06846/N50_M08623/N55_M10764/N56_M10817/N47_M06844/N60_M12464","SOX1"
"SOX1.m19","SOX1.m19","N59_M12463","SOX1"
"SOX1.m2","SOX1.m2","N11_M03729/N42_M04186/N15_M03733/N18_M03737/N32_M04174","SOX1"
"SOX1.m3","SOX1.m3","N12_M03730","SOX1"
"SOX1.m4","SOX1.m4","N13_M03731/N29_M03748/N64_SOX1.e3","SOX1"
"SOX1.m5","SOX1.m5","N14_M03732/N28_M03747/N63_SOX1.e2","SOX1"
"SOX1.m6","SOX1.m6","N16_M03734/N24_M03743","SOX1"
"SOX1.m7","SOX1.m7","N25_M03744/N17_M03735/N19_M03738","SOX1"
"SOX1.m8","SOX1.m8","N26_M03745/N20_M03739","SOX1"
"SOX1.m9","SOX1.m9","N21_M03740","SOX1"
"SOX10.m0","SOX10.m0","N2_M03695/N15_SOX10.e2/N20_SOX10.e7","SOX10"
"SOX10.m1","SOX10.m1","N3_M03696/N16_SOX10.e3","SOX10"
"SOX10.m2","SOX10.m2","N21_SOX10.e8/N4_M03697/N17_SOX10.e4","SOX10"
"SOX10.m3","SOX10.m3","N5_M03698/N18_SOX10.e5/N22_SOX10.e9","SOX10"
"SOX10.m4","SOX10.m4","N6_M03699/N19_SOX10.e6","SOX10"
"SOX10.m5","SOX10.m5","N8_M05964/N7_M05963","SOX10"
"SOX10.m6","SOX10.m6","N10_M05966/N9_M05965","SOX10"
"SOX10.m7","SOX10.m7","N11_MA0442.3/N12_SOX10.h0","SOX10"
"SOX11.m0","SOX11.m0","N3_Sox11.h1/N5_SOX11.e0/N1_MA0869.3","SOX11"
"SOX11.m1","SOX11.m1","N2_Sox11.h0/N6_SOX11.e1","SOX11"
"SOX11.m2","SOX11.m2","N4_Sox11.h2","SOX11"
"SOX12.m0","SOX12.m0","N1_Sox12.h0/N7_SOX12.e0","SOX12"
"SOX12.m1","SOX12.m1","N3_M05993/N5_MA1561.2/N6_SOX12.h0","SOX12"
"SOX13.m0","SOX13.m0","N1_Sox13.h0/N4_SOX13.e0","SOX13"
"SOX13.m1","SOX13.m1","N2_MA1120.2/N3_SOX13.h0","SOX13"
"SOX14.m0","SOX14.m0","N1_Sox14.h0/N12_SOX14.e0","SOX14"
"SOX14.m1","SOX14.m1","N2_Sox14.h1/N7_M05988","SOX14"
"SOX14.m2","SOX14.m2","N3_M03717/N13_SOX14.e1","SOX14"
"SOX14.m3","SOX14.m3","N4_M03718/N14_SOX14.e2","SOX14"
"SOX14.m4","SOX14.m4","N5_M03719/N15_SOX14.e3","SOX14"
"SOX14.m5","SOX14.m5","N8_M05989/N11_SOX14.h0/N10_MA1562.2","SOX14"
"SOX15.m0","SOX15.m0","N2_Sox15.h1/N9_SOX15.e0","SOX15"
"SOX15.m1","SOX15.m1","N3_M03712/N10_SOX15.e1","SOX15"
"SOX15.m2","SOX15.m2","N4_M03713/N11_SOX15.e2","SOX15"
"SOX15.m3","SOX15.m3","N5_M03714/N12_SOX15.e3","SOX15"
"SOX15.m4","SOX15.m4","N8_SOX15.h0/N6_M06280/N7_MA1152.2","SOX15"
"SOX17.m0","SOX17.m0","N6_SOX17.e0/N5_M06283/N3_Sox17.h1/N7_SOX17.e1","SOX17"
"SOX17.m1","SOX17.m1","N9_SOX17.e3","SOX17"
"SOX17.m2","SOX17.m2","N10_SOX17.e4","SOX17"
"SOX18.m0","SOX18.m0","N1_Sox18.h0/N4_SOX18.e0","SOX18"
"SOX18.m1","SOX18.m1","N2_MA1563.2","SOX18"
"SOX18.m2","SOX18.m2","N5_SOX18.e1","SOX18"
"SOX18.m3","SOX18.m3","N6_SOX18.e2","SOX18"
"SOX18.m4","SOX18.m4","N7_SOX18.e3","SOX18"
"SOX2.m0","SOX2.m0","N1_Sox2.h0","SOX2"
"SOX2.m1","SOX2.m1","N5_M03726/N15_SOX2.e4/N2_M03723/N12_SOX2.e1","SOX2"
"SOX2.m2","SOX2.m2","N3_M03724/N13_SOX2.e2/N7_M03728/N17_SOX2.e6","SOX2"
"SOX2.m3","SOX2.m3","N6_M03727/N16_SOX2.e5/N4_M03725/N14_SOX2.e3","SOX2"
"SOX2.m4","SOX2.m4","N9_MA0143.5/N10_SOX2.h0","SOX2"
"SOX21.m0","SOX21.m0","N1_Sox21.h0","SOX21"
"SOX21.m1","SOX21.m1","N4_M03701/N8_MA0866.1/N9_SOX21.h0/N11_SOX21.e1","SOX21"
"SOX21.m2","SOX21.m2","N5_M03702/N12_SOX21.e2","SOX21"
"SOX21.m3","SOX21.m3","N6_M03703/N13_SOX21.e3","SOX21"
"SOX21.m4","SOX21.m4","N7_M03704/N14_SOX21.e4","SOX21"
"SOX3.m0","SOX3.m0","N1_MA0514.3/N5_M05974","SOX3"
"SOX3.m1","SOX3.m1","N3_Sox3.h1","SOX3"
"SOX3.m2","SOX3.m2","N6_SOX3.e0","SOX3"
"SOX3.m3","SOX3.m3","N7_SOX3.e1","SOX3"
"SOX3.m4","SOX3.m4","N8_SOX3.e2","SOX3"
"SOX30.m0","SOX30.m0","N1_Sox30.h0/N5_SOX30.e0/N4_M05958/N3_M05957","SOX30"
"SOX30.m1","SOX30.m1","N2_Sox30.h1","SOX30"
"SOX4.m0","SOX4.m0","N1_Sox4.h0/N4_M01108/N2_Sox4.h1/N10_SOX4.e0/N6_M05969/N8_MA0867.3/N9_SOX4.h0/N7_M05970","SOX4"
"SOX4.m1","SOX4.m1","N3_Sox4.h2","SOX4"
"SOX4.m2","SOX4.m2","N5_M03700/N11_SOX4.e1","SOX4"
"SOX5.m0","SOX5.m0","N1_MA0087.3","SOX5"
"SOX5.m1","SOX5.m1","N2_Sox5.h0/N6_M12432/N7_SOX5.e0/N8_SOX5.e1/N3_Sox5.h1/N9_SOX5.e2","SOX5"
"SOX5.m2","SOX5.m2","N4_M00799/N5_M06281","SOX5"
"SOX6.m0","SOX6.m0","N1_MA0515.1/N3_Sox6.h1","SOX6"
"SOX6.m1","SOX6.m1","N4_M06279","SOX6"
"SOX7.m0","SOX7.m0","N1_MA2095.1/N2_Sox7.h0","SOX7"
"SOX7.m1","SOX7.m1","N3_Sox7.h1/N10_SOX7.e0","SOX7"
"SOX7.m2","SOX7.m2","N5_M03720/N11_SOX7.e1","SOX7"
"SOX7.m3","SOX7.m3","N6_M03721/N12_SOX7.e2","SOX7"
"SOX7.m4","SOX7.m4","N7_M03722/N13_SOX7.e3","SOX7"
"SOX7.m5","SOX7.m5","N9_M05992/N8_M05991","SOX7"
"SOX8.m0","SOX8.m0","N11_M05953/N15_MA0868.3/N16_SOX8.h0/N12_M05954/N1_Sox8.h0/N17_SOX8.e0","SOX8"
"SOX8.m1","SOX8.m1","N2_Sox8.h1","SOX8"
"SOX8.m2","SOX8.m2","N3_M03687/N18_SOX8.e1","SOX8"
"SOX8.m3","SOX8.m3","N9_M03693/N24_SOX8.e7/N4_M03688/N19_SOX8.e2","SOX8"
"SOX8.m4","SOX8.m4","N10_M03694/N25_SOX8.e8/N6_M03690/N21_SOX8.e4","SOX8"
"SOX8.m5","SOX8.m5","N7_M03691/N22_SOX8.e5","SOX8"
"SOX8.m6","SOX8.m6","N14_M05956/N13_M05955","SOX8"
"SOX8.m7","SOX8.m7","N5_M03689/N8_M03692/N23_SOX8.e6/N20_SOX8.e3","SOX8"
"SOX9.m0","SOX9.m0","N2_M03705/N16_SOX9.e2","SOX9"
"SOX9.m1","SOX9.m1","N3_M03706/N17_SOX9.e3","SOX9"
"SOX9.m2","SOX9.m2","N4_M03707/N18_SOX9.e4","SOX9"
"SOX9.m3","SOX9.m3","N5_M03708/N19_SOX9.e5","SOX9"
"SOX9.m4","SOX9.m4","N6_M03709/N20_SOX9.e6","SOX9"
